@relation SomeContent

@attribute race {Other,Amer-Indian-Eskimo,White,Black,Asian-Pac-Islander}
@attribute age numeric
@attribute capital-loss numeric
@attribute relationship {Other-relative,Not-in-family,Wife,Husband,Unmarried,Own-child}
@attribute native-country {Hong,South,Japan,Jamaica,Cuba,Canada,Ireland,China,Peru,Columbia,Trinadad&Tobago,Taiwan,Yugoslavia,Guatemala,El-Salvador,Ecuador,Puerto-Rico,Laos,Portugal,United-States,Germany,Hungary,Italy,Dominican-Republic,Outlying-US(Guam-USVI-etc),Nicaragua,Thailand,India,Scotland,Vietnam,Cambodia,Philippines,England,Holand-Netherlands,Iran,Haiti,Greece,Honduras,Mexico,Poland,France}
@attribute occupation {Sales,Machine-op-inspct,Craft-repair,Protective-serv,Armed-Forces,Prof-specialty,Transport-moving,Exec-managerial,Farming-fishing,Adm-clerical,Priv-house-serv,Tech-support,Other-service,Handlers-cleaners}
@attribute hours-per-week numeric
@attribute income {>50K,<=50K}
@attribute fnlwgt numeric
@attribute capital-gain numeric
@attribute sex {Male,Female}
@attribute marital-status {Separated,Divorced,Married-spouse-absent,Married-civ-spouse,Never-married,Widowed,Married-AF-spouse}
@attribute education {Assoc-voc,Some-college,Preschool,Bachelors,Prof-school,Doctorate,5th-6th,Masters,HS-grad,1st-4th,12th,Assoc-acdm,9th,11th,10th,7th-8th}
@attribute education-num numeric
@attribute workclass {Without-pay,Never-worked,Local-gov,Self-emp-not-inc,Private,State-gov,Self-emp-inc,Federal-gov}

@data
White,64,0,Not-in-family,United-States,?,30,<=50K,211360,0,Female,Widowed,HS-grad,9,?
White,42,0,Husband,United-States,Machine-op-inspct,60,<=50K,185764,0,Male,Married-civ-spouse,Some-college,10,Private
Black,40,0,Not-in-family,United-States,Adm-clerical,40,<=50K,137304,0,Female,Divorced,Bachelors,13,Private
White,42,0,Husband,?,Exec-managerial,43,>50K,185129,0,Male,Married-civ-spouse,Doctorate,16,Local-gov
White,18,0,Not-in-family,United-States,Adm-clerical,40,<=50K,261720,0,Female,Never-married,HS-grad,9,Private
Black,67,0,Not-in-family,United-States,?,35,<=50K,200862,0,Female,Never-married,10th,6,?
White,34,0,Husband,United-States,Handlers-cleaners,40,<=50K,193285,0,Male,Married-civ-spouse,HS-grad,9,Private
White,50,0,Husband,United-States,Sales,40,<=50K,112873,0,Male,Married-civ-spouse,Bachelors,13,Private
White,59,0,Husband,England,Sales,40,>50K,181070,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,46,0,Husband,United-States,Craft-repair,45,<=50K,192208,0,Male,Married-civ-spouse,10th,6,Private
White,34,0,Unmarried,United-States,Exec-managerial,30,<=50K,114973,0,Female,Separated,HS-grad,9,Private
Black,23,0,Own-child,United-States,Craft-repair,40,<=50K,336360,0,Male,Never-married,7th-8th,4,Private
White,47,0,Husband,United-States,Tech-support,40,>50K,149700,15024,Male,Married-civ-spouse,Bachelors,13,Private
White,38,0,Wife,United-States,Prof-specialty,15,<=50K,82880,0,Female,Married-civ-spouse,Bachelors,13,Local-gov
White,50,0,Husband,United-States,Exec-managerial,50,>50K,34067,0,Male,Married-civ-spouse,Assoc-voc,11,Private
White,60,0,Husband,United-States,?,32,<=50K,199947,0,Male,Married-civ-spouse,HS-grad,9,?
White,24,0,Own-child,United-States,Other-service,40,<=50K,163665,0,Female,Never-married,Bachelors,13,Private
White,20,0,Own-child,United-States,?,15,<=50K,58740,0,Male,Never-married,Some-college,10,?
Black,27,0,Not-in-family,United-States,Prof-specialty,40,<=50K,291196,0,Male,Never-married,Bachelors,13,State-gov
White,51,0,Husband,United-States,Adm-clerical,40,<=50K,92463,0,Male,Married-civ-spouse,HS-grad,9,Private
White,66,0,Not-in-family,United-States,Prof-specialty,35,<=50K,114447,0,Female,Widowed,Assoc-voc,11,Private
White,39,0,Husband,United-States,Prof-specialty,45,>50K,198841,7688,Male,Married-civ-spouse,Masters,14,Private
White,66,2174,Husband,United-States,?,40,>50K,177351,0,Male,Married-civ-spouse,Bachelors,13,?
White,25,0,Own-child,United-States,Handlers-cleaners,95,<=50K,169759,0,Male,Never-married,HS-grad,9,Private
White,33,0,Own-child,United-States,Sales,20,<=50K,134886,0,Female,Never-married,HS-grad,9,Private
Black,22,0,Own-child,United-States,Protective-serv,35,<=50K,325033,0,Male,Never-married,12th,8,Private
Black,34,0,Husband,United-States,Machine-op-inspct,40,>50K,199934,7298,Male,Married-civ-spouse,Some-college,10,Private
White,42,0,Husband,United-States,Prof-specialty,40,>50K,169383,0,Male,Married-civ-spouse,Masters,14,Private
White,71,2489,Husband,United-States,?,15,<=50K,100820,0,Male,Married-civ-spouse,HS-grad,9,?
Asian-Pac-Islander,33,0,Not-in-family,China,?,41,<=50K,163003,0,Female,Divorced,HS-grad,9,?
White,27,0,Not-in-family,United-States,Farming-fishing,65,<=50K,274964,0,Male,Never-married,Bachelors,13,Private
White,24,0,Own-child,United-States,Prof-specialty,40,<=50K,99386,0,Female,Married-spouse-absent,Bachelors,13,Private
Black,25,0,Own-child,United-States,Handlers-cleaners,23,<=50K,131178,0,Male,Never-married,HS-grad,9,Private
White,22,0,Own-child,United-States,Other-service,10,<=50K,119838,0,Male,Never-married,Some-college,10,State-gov
White,71,0,Husband,United-States,Exec-managerial,50,>50K,118119,20051,Male,Married-civ-spouse,Some-college,10,Self-emp-inc
White,52,0,Husband,United-States,Exec-managerial,60,>50K,260938,0,Male,Married-civ-spouse,Some-college,10,Self-emp-inc
White,32,0,Husband,United-States,Transport-moving,40,<=50K,203849,0,Male,Married-civ-spouse,Some-college,10,Local-gov
White,53,0,Husband,United-States,Farming-fishing,50,<=50K,153486,0,Male,Married-civ-spouse,Some-college,10,State-gov
White,26,0,Not-in-family,United-States,Protective-serv,40,<=50K,152457,0,Male,Never-married,HS-grad,9,State-gov
White,38,0,Husband,United-States,Transport-moving,50,>50K,111499,7298,Male,Married-civ-spouse,Some-college,10,Private
White,19,0,Own-child,United-States,Other-service,20,<=50K,386378,0,Male,Never-married,Some-college,10,Private
White,25,0,Wife,United-States,?,4,<=50K,344719,0,Female,Married-civ-spouse,HS-grad,9,?
White,18,0,Own-child,United-States,Sales,24,<=50K,280298,0,Female,Never-married,HS-grad,9,Private
White,33,0,Unmarried,United-States,Craft-repair,50,<=50K,361817,0,Male,Separated,HS-grad,9,Self-emp-not-inc
White,47,0,Unmarried,United-States,Exec-managerial,55,<=50K,229394,0,Female,Divorced,11th,7,Self-emp-not-inc
White,37,0,Husband,United-States,Craft-repair,45,<=50K,138192,0,Male,Married-civ-spouse,HS-grad,9,Private
White,25,0,Wife,United-States,Sales,42,>50K,57635,0,Female,Married-civ-spouse,Assoc-voc,11,Private
White,45,0,Husband,United-States,Exec-managerial,55,>50K,90758,0,Male,Married-civ-spouse,Bachelors,13,Private
White,26,0,Unmarried,United-States,Machine-op-inspct,48,<=50K,214413,6497,Male,Never-married,11th,7,Private
White,42,1902,Husband,United-States,Prof-specialty,50,>50K,146659,0,Male,Married-civ-spouse,Doctorate,16,Private
Other,35,0,Husband,United-States,Craft-repair,45,>50K,381583,0,Male,Married-civ-spouse,Some-college,10,Private
Asian-Pac-Islander,35,0,Husband,India,Prof-specialty,40,>50K,79586,0,Male,Married-civ-spouse,Masters,14,Self-emp-inc
White,38,0,Unmarried,United-States,Other-service,20,<=50K,103925,2036,Female,Divorced,HS-grad,9,State-gov
White,21,0,Own-child,United-States,Adm-clerical,30,<=50K,151790,0,Female,Never-married,Some-college,10,State-gov
White,33,0,Unmarried,United-States,Exec-managerial,40,<=50K,554986,0,Female,Separated,Some-college,10,Private
White,23,0,Own-child,United-States,Farming-fishing,40,<=50K,203715,0,Male,Never-married,HS-grad,9,Private
White,29,0,Unmarried,United-States,Adm-clerical,40,<=50K,45554,0,Female,Divorced,Some-college,10,Local-gov
White,26,0,Not-in-family,United-States,Craft-repair,40,<=50K,31143,0,Male,Never-married,Some-college,10,Private
White,24,0,Own-child,United-States,Craft-repair,40,<=50K,177526,0,Male,Never-married,Assoc-voc,11,Private
White,47,0,Wife,Cuba,?,20,<=50K,178013,0,Female,Married-civ-spouse,10th,6,?
Black,38,0,Unmarried,United-States,Sales,40,<=50K,363395,0,Female,Never-married,Some-college,10,Private
White,34,0,Own-child,?,Tech-support,25,>50K,118551,5178,Female,Married-civ-spouse,Bachelors,13,State-gov
Black,30,0,Unmarried,United-States,Handlers-cleaners,40,<=50K,261677,0,Male,Never-married,9th,5,Private
Black,24,0,Own-child,United-States,Sales,20,<=50K,293579,0,Female,Never-married,HS-grad,9,Private
White,38,0,Husband,United-States,Craft-repair,40,<=50K,698363,0,Male,Married-civ-spouse,HS-grad,9,Private
White,44,0,Husband,United-States,Farming-fishing,60,<=50K,70884,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,49,0,Not-in-family,United-States,Sales,35,<=50K,107425,0,Female,Never-married,Masters,14,Private
White,28,0,Not-in-family,United-States,Sales,40,<=50K,270366,0,Female,Divorced,10th,6,Private
White,32,0,Husband,United-States,Sales,50,<=50K,123964,4386,Male,Married-civ-spouse,Some-college,10,Private
White,28,0,Not-in-family,United-States,Prof-specialty,40,<=50K,132078,0,Female,Never-married,Bachelors,13,Private
White,65,0,Not-in-family,United-States,Sales,20,<=50K,185001,0,Female,Widowed,10th,6,Private
White,47,0,Unmarried,United-States,Other-service,40,<=50K,32509,0,Female,Divorced,Some-college,10,Private
Black,23,0,Not-in-family,United-States,Adm-clerical,40,<=50K,250743,0,Male,Divorced,Some-college,10,Private
White,26,0,Not-in-family,United-States,Prof-specialty,40,<=50K,68001,0,Female,Never-married,Masters,14,Private
White,26,1876,Not-in-family,United-States,Exec-managerial,38,<=50K,177858,0,Male,Divorced,Bachelors,13,Self-emp-not-inc
Black,30,0,Own-child,United-States,Adm-clerical,40,<=50K,270218,0,Female,Never-married,Bachelors,13,State-gov
White,35,0,Husband,United-States,Exec-managerial,50,>50K,92028,0,Male,Married-civ-spouse,Masters,14,Private
White,54,0,Husband,United-States,Craft-repair,45,>50K,186117,0,Male,Married-civ-spouse,Bachelors,13,Private
White,41,0,Not-in-family,United-States,Adm-clerical,38,<=50K,86399,0,Female,Separated,Some-college,10,Private
White,79,0,Other-relative,United-States,Prof-specialty,20,<=50K,124744,0,Male,Married-civ-spouse,Some-college,10,Private
White,39,0,Wife,United-States,Adm-clerical,25,<=50K,272338,0,Female,Married-civ-spouse,HS-grad,9,Private
White,28,0,Husband,United-States,Handlers-cleaners,40,<=50K,146949,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
White,33,0,Not-in-family,United-States,Sales,40,<=50K,284531,0,Female,Never-married,Bachelors,13,Private
White,46,0,Husband,United-States,Other-service,40,<=50K,188325,0,Male,Married-civ-spouse,HS-grad,9,Private
White,25,0,Husband,Mexico,Farming-fishing,96,<=50K,458549,0,Male,Married-civ-spouse,1st-4th,2,Private
White,34,0,Wife,United-States,Handlers-cleaners,40,<=50K,271933,0,Female,Married-civ-spouse,HS-grad,9,Private
White,53,0,Husband,United-States,Adm-clerical,35,>50K,156877,15024,Male,Married-civ-spouse,HS-grad,9,State-gov
White,22,0,Not-in-family,United-States,Prof-specialty,9,<=50K,46645,0,Female,Never-married,Bachelors,13,Private
Black,24,0,Husband,United-States,Sales,30,<=50K,180931,0,Male,Married-civ-spouse,Bachelors,13,Private
White,46,0,Not-in-family,United-States,Prof-specialty,45,>50K,84402,0,Male,Divorced,Bachelors,13,Private
White,27,0,Not-in-family,United-States,Craft-repair,40,<=50K,176972,0,Male,Never-married,Assoc-voc,11,Private
White,39,0,Wife,United-States,Farming-fishing,50,<=50K,55568,0,Female,Married-civ-spouse,Bachelors,13,Self-emp-not-inc
White,36,0,Wife,United-States,Adm-clerical,40,>50K,128516,0,Female,Married-civ-spouse,HS-grad,9,Private
Black,53,0,Husband,United-States,Machine-op-inspct,40,<=50K,347446,0,Male,Married-civ-spouse,9th,5,Private
Asian-Pac-Islander,57,0,Husband,Philippines,Exec-managerial,40,>50K,135339,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,62,0,Husband,United-States,Other-service,42,<=50K,271431,0,Male,Married-civ-spouse,9th,5,Private
Black,46,0,Unmarried,United-States,Sales,35,>50K,164379,0,Female,Divorced,Bachelors,13,Private
White,38,0,Husband,United-States,Prof-specialty,60,>50K,43712,7298,Male,Married-civ-spouse,Bachelors,13,Private
White,30,0,Husband,United-States,Other-service,37,<=50K,229051,0,Male,Married-civ-spouse,9th,5,Private
White,31,0,Not-in-family,United-States,Other-service,25,<=50K,128493,0,Female,Divorced,HS-grad,9,Private
White,21,0,Not-in-family,United-States,Craft-repair,42,<=50K,78170,0,Male,Never-married,HS-grad,9,Private
White,41,0,Unmarried,United-States,Craft-repair,50,<=50K,283116,1506,Female,Divorced,HS-grad,9,Private
White,34,0,Husband,United-States,Transport-moving,50,<=50K,283921,0,Male,Married-civ-spouse,HS-grad,9,Private
White,45,0,Not-in-family,United-States,Transport-moving,50,<=50K,162915,0,Male,Divorced,Some-college,10,Private
White,48,0,Husband,United-States,Exec-managerial,50,>50K,204629,0,Male,Married-civ-spouse,Masters,14,Private
White,24,0,Not-in-family,United-States,Machine-op-inspct,65,<=50K,353010,0,Male,Never-married,Bachelors,13,Private
White,38,0,Not-in-family,United-States,Other-service,40,<=50K,272944,0,Male,Divorced,HS-grad,9,State-gov
White,33,0,Husband,United-States,Transport-moving,60,>50K,193042,0,Male,Married-civ-spouse,HS-grad,9,Private
White,30,0,Unmarried,United-States,Prof-specialty,40,<=50K,352542,0,Female,Divorced,Bachelors,13,Local-gov
White,53,0,Husband,United-States,Sales,65,>50K,155983,0,Male,Married-civ-spouse,Masters,14,Self-emp-inc
Black,74,0,Not-in-family,United-States,Priv-house-serv,15,<=50K,145463,0,Female,Widowed,1st-4th,2,Private
White,32,0,Husband,United-States,Machine-op-inspct,84,>50K,26803,0,Male,Married-civ-spouse,Some-college,10,Private
White,29,0,Unmarried,United-States,Other-service,99,<=50K,167716,0,Female,Divorced,HS-grad,9,Private
White,24,0,Own-child,United-States,Other-service,30,<=50K,170070,0,Female,Divorced,Assoc-acdm,12,Private
Black,32,0,Own-child,United-States,?,40,<=50K,53042,0,Male,Never-married,HS-grad,9,?
White,25,1887,Wife,United-States,Prof-specialty,40,>50K,203871,0,Female,Married-civ-spouse,Assoc-voc,11,Private
Amer-Indian-Eskimo,51,0,Husband,United-States,Craft-repair,40,<=50K,243631,0,Male,Married-civ-spouse,10th,6,State-gov
White,21,0,Own-child,United-States,Other-service,30,<=50K,318865,0,Male,Never-married,Some-college,10,Self-emp-not-inc
Black,36,0,Not-in-family,United-States,Craft-repair,40,<=50K,250807,0,Female,Never-married,11th,7,Private
White,18,0,Own-child,United-States,Farming-fishing,55,<=50K,426895,0,Male,Never-married,12th,8,Private
Black,32,0,Other-relative,Jamaica,Adm-clerical,40,<=50K,175413,0,Female,Never-married,HS-grad,9,Private
Asian-Pac-Islander,23,0,Own-child,United-States,Sales,40,<=50K,83891,0,Male,Never-married,HS-grad,9,Private
White,60,0,Husband,United-States,Adm-clerical,40,>50K,119832,7298,Male,Married-civ-spouse,Some-college,10,Federal-gov
White,42,0,Husband,United-States,Transport-moving,96,<=50K,238188,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,45,0,Not-in-family,United-States,Handlers-cleaners,40,<=50K,178416,0,Female,Divorced,Assoc-voc,11,Private
White,38,0,Husband,United-States,Sales,55,>50K,119177,0,Male,Married-civ-spouse,HS-grad,9,Private
White,27,0,Not-in-family,United-States,Machine-op-inspct,40,<=50K,177057,0,Male,Never-married,HS-grad,9,Private
White,59,0,Husband,United-States,Sales,55,<=50K,170988,0,Male,Married-civ-spouse,HS-grad,9,Private
White,52,0,Husband,United-States,Other-service,50,<=50K,43705,0,Male,Married-civ-spouse,Some-college,10,Federal-gov
White,33,0,Not-in-family,United-States,Other-service,10,<=50K,137059,0,Female,Never-married,Some-college,10,Federal-gov
White,42,0,Unmarried,United-States,Other-service,38,<=50K,30424,0,Female,Separated,11th,7,Private
White,61,1848,Husband,United-States,Farming-fishing,60,>50K,30073,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
Black,33,0,Unmarried,United-States,Adm-clerical,38,<=50K,280111,0,Female,Never-married,11th,7,Private
White,32,0,Husband,United-States,Craft-repair,50,<=50K,170017,0,Male,Married-civ-spouse,HS-grad,9,Private
White,38,0,Other-relative,United-States,Exec-managerial,40,>50K,33975,0,Male,Married-civ-spouse,HS-grad,9,Private
White,49,0,Wife,United-States,Exec-managerial,43,<=50K,93639,0,Female,Married-civ-spouse,Bachelors,13,Private
White,33,0,Not-in-family,United-States,Prof-specialty,50,<=50K,251421,0,Male,Divorced,Assoc-acdm,12,Private
White,36,0,Wife,United-States,Adm-clerical,20,>50K,212143,0,Female,Married-civ-spouse,Bachelors,13,State-gov
White,65,0,Not-in-family,United-States,Other-service,25,<=50K,183170,0,Male,Divorced,HS-grad,9,Private
White,42,0,Husband,United-States,Adm-clerical,48,>50K,172307,0,Male,Married-civ-spouse,HS-grad,9,Federal-gov
White,42,0,Not-in-family,United-States,Farming-fishing,40,<=50K,70655,0,Male,Divorced,HS-grad,9,Local-gov
Asian-Pac-Islander,35,0,Husband,?,Machine-op-inspct,50,<=50K,187415,0,Male,Married-civ-spouse,5th-6th,3,Private
White,32,0,Own-child,United-States,Craft-repair,40,<=50K,183801,0,Male,Divorced,HS-grad,9,Private
White,66,0,Husband,United-States,Prof-specialty,99,<=50K,262285,0,Male,Married-civ-spouse,Bachelors,13,Private
White,36,0,Husband,United-States,Exec-managerial,50,>50K,35945,0,Male,Married-civ-spouse,HS-grad,9,Private
White,27,0,Unmarried,United-States,Adm-clerical,40,<=50K,192936,0,Female,Divorced,HS-grad,9,Private
White,65,0,Husband,United-States,?,40,<=50K,105017,0,Male,Married-civ-spouse,Bachelors,13,?
White,29,0,Husband,United-States,Transport-moving,40,<=50K,266043,0,Male,Married-civ-spouse,9th,5,Private
White,71,2467,Husband,United-States,Sales,52,<=50K,110380,0,Male,Married-civ-spouse,HS-grad,9,Private
White,51,0,Husband,United-States,Prof-specialty,40,<=50K,95469,0,Male,Married-civ-spouse,HS-grad,9,Private
White,47,0,Husband,United-States,Craft-repair,40,<=50K,211239,0,Male,Married-civ-spouse,Some-college,10,Private
White,38,1408,Not-in-family,United-States,Other-service,40,<=50K,123833,0,Male,Never-married,Some-college,10,Private
White,19,0,Own-child,United-States,Handlers-cleaners,16,<=50K,118306,0,Male,Never-married,HS-grad,9,Private
Amer-Indian-Eskimo,35,0,Unmarried,United-States,Adm-clerical,40,<=50K,85548,0,Female,Separated,Some-college,10,Local-gov
White,25,0,Husband,United-States,Sales,40,<=50K,86872,0,Male,Married-civ-spouse,HS-grad,9,Private
Asian-Pac-Islander,36,0,Husband,Taiwan,Exec-managerial,40,>50K,116358,0,Male,Married-civ-spouse,Masters,14,Private
White,29,0,Unmarried,United-States,Exec-managerial,50,<=50K,355569,0,Female,Never-married,Assoc-voc,11,Private
White,62,0,Husband,United-States,Craft-repair,40,<=50K,203525,2829,Male,Married-civ-spouse,7th-8th,4,Local-gov
White,19,0,Other-relative,United-States,Other-service,40,<=50K,112269,0,Female,Never-married,Some-college,10,Private
White,34,0,Unmarried,United-States,Other-service,40,<=50K,157165,0,Female,Divorced,Some-college,10,Private
Other,24,0,Wife,United-States,?,24,<=50K,174182,0,Female,Married-civ-spouse,11th,7,?
White,69,0,Not-in-family,Italy,?,6,<=50K,180187,0,Female,Widowed,Assoc-acdm,12,?
White,29,0,Not-in-family,United-States,Exec-managerial,40,<=50K,214881,0,Male,Never-married,HS-grad,9,Private
White,47,0,Husband,Mexico,Adm-clerical,40,<=50K,246396,0,Male,Married-civ-spouse,HS-grad,9,Private
White,56,0,Husband,United-States,Craft-repair,55,<=50K,95763,0,Male,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,44,1980,Not-in-family,England,Exec-managerial,45,<=50K,355728,0,Male,Separated,Some-college,10,Private
White,29,0,Wife,United-States,Exec-managerial,50,<=50K,446559,0,Female,Married-civ-spouse,Assoc-acdm,12,Private
White,29,0,Not-in-family,United-States,Prof-specialty,43,<=50K,271466,0,Male,Never-married,Assoc-voc,11,Private
White,40,0,Own-child,United-States,Sales,80,<=50K,116632,0,Male,Divorced,Bachelors,13,Private
White,35,0,Own-child,United-States,Transport-moving,40,<=50K,174308,0,Male,Never-married,Some-college,10,Private
White,19,2129,Own-child,United-States,Craft-repair,55,<=50K,342384,0,Male,Married-civ-spouse,11th,7,Self-emp-not-inc
Black,57,0,Husband,United-States,Handlers-cleaners,40,>50K,189824,7298,Male,Married-civ-spouse,Some-college,10,Local-gov
White,61,0,Husband,United-States,?,40,>50K,232618,0,Male,Married-civ-spouse,Prof-school,15,?
White,24,0,Unmarried,United-States,Adm-clerical,35,<=50K,127647,0,Female,Separated,Some-college,10,Private
Black,24,0,Not-in-family,?,Sales,40,<=50K,464502,0,Male,Never-married,Assoc-acdm,12,Private
White,44,0,Husband,United-States,Transport-moving,40,<=50K,138845,0,Male,Married-civ-spouse,Some-college,10,Private
White,31,0,Own-child,United-States,Other-service,30,<=50K,185732,0,Female,Never-married,HS-grad,9,Private
Asian-Pac-Islander,36,0,Wife,South,Other-service,20,<=50K,288585,0,Female,Married-civ-spouse,HS-grad,9,Self-emp-not-inc
White,26,0,Own-child,United-States,Transport-moving,20,<=50K,485117,0,Male,Never-married,Bachelors,13,Private
White,52,0,Unmarried,United-States,Tech-support,36,>50K,187830,4934,Male,Divorced,HS-grad,9,Local-gov
White,33,0,Not-in-family,United-States,Prof-specialty,40,<=50K,143851,0,Female,Never-married,Bachelors,13,Private
Black,36,0,Own-child,United-States,Adm-clerical,40,<=50K,59313,0,Male,Separated,Some-college,10,Local-gov
White,39,0,Husband,United-States,Sales,38,<=50K,187046,4064,Male,Married-civ-spouse,HS-grad,9,Private
White,27,0,Own-child,United-States,Prof-specialty,50,<=50K,106039,0,Female,Divorced,Bachelors,13,Private
White,59,0,Husband,United-States,Prof-specialty,40,>50K,146477,0,Male,Married-civ-spouse,Prof-school,15,Self-emp-inc
White,27,0,Own-child,United-States,Protective-serv,38,<=50K,332785,0,Male,Never-married,HS-grad,9,Local-gov
White,47,0,Husband,United-States,Transport-moving,50,<=50K,102771,0,Male,Married-civ-spouse,HS-grad,9,Private
White,34,0,Husband,United-States,Prof-specialty,55,<=50K,118605,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,32,0,Wife,United-States,?,40,<=50K,143162,0,Female,Married-civ-spouse,10th,6,?
White,45,0,Not-in-family,United-States,Exec-managerial,55,<=50K,59380,0,Female,Separated,Bachelors,13,Private
White,17,0,Own-child,United-States,Sales,12,<=50K,27032,0,Female,Never-married,10th,6,Private
White,50,0,Husband,United-States,Exec-managerial,50,>50K,128143,0,Male,Married-civ-spouse,Bachelors,13,Private
Black,26,0,Unmarried,United-States,Exec-managerial,40,<=50K,159897,0,Female,Never-married,Some-college,10,Private
White,32,0,Not-in-family,United-States,Sales,45,<=50K,182714,0,Female,Never-married,HS-grad,9,Private
White,49,0,Husband,United-States,Exec-managerial,55,>50K,165468,7688,Male,Married-civ-spouse,HS-grad,9,Private
White,47,0,Husband,United-States,Transport-moving,48,<=50K,256866,0,Male,Married-civ-spouse,HS-grad,9,Private
White,54,0,Husband,United-States,Farming-fishing,40,<=50K,185407,0,Male,Married-civ-spouse,Some-college,10,Private
White,69,0,Husband,China,Prof-specialty,40,>50K,230417,0,Male,Married-civ-spouse,Doctorate,16,Private
White,29,0,Not-in-family,Mexico,Other-service,25,<=50K,457402,0,Male,Never-married,5th-6th,3,Private
White,43,0,Other-relative,United-States,Adm-clerical,40,<=50K,134026,2174,Male,Never-married,Some-college,10,Federal-gov
White,42,0,Not-in-family,United-States,Adm-clerical,40,>50K,175642,99999,Female,Never-married,Bachelors,13,Local-gov
White,41,0,Not-in-family,United-States,Prof-specialty,40,<=50K,187322,0,Male,Never-married,Bachelors,13,State-gov
White,39,0,Wife,United-States,Exec-managerial,48,>50K,375452,15024,Female,Married-civ-spouse,Prof-school,15,Private
White,20,0,Own-child,United-States,?,40,<=50K,29810,0,Female,Never-married,Some-college,10,?
White,21,0,Not-in-family,United-States,Other-service,57,<=50K,236696,0,Male,Never-married,Some-college,10,Private
White,57,0,Husband,United-States,Prof-specialty,60,<=50K,215175,0,Male,Married-civ-spouse,Masters,14,Local-gov
Amer-Indian-Eskimo,27,0,Not-in-family,United-States,Adm-clerical,8,<=50K,221252,0,Female,Never-married,HS-grad,9,Private
White,49,0,Husband,United-States,Craft-repair,40,<=50K,232586,0,Male,Married-civ-spouse,5th-6th,3,Private
White,36,0,Not-in-family,United-States,Sales,20,<=50K,43701,0,Female,Widowed,Some-college,10,Private
White,43,0,Husband,United-States,Prof-specialty,55,<=50K,196084,0,Male,Married-civ-spouse,Masters,14,Private
White,20,0,Not-in-family,United-States,Handlers-cleaners,30,<=50K,219835,0,Male,Never-married,Some-college,10,Private
White,35,0,Not-in-family,United-States,Sales,40,<=50K,117381,0,Male,Divorced,Bachelors,13,Private
White,32,0,Not-in-family,United-States,Transport-moving,37,<=50K,257068,0,Female,Married-spouse-absent,Some-college,10,Private
White,44,0,Not-in-family,United-States,Tech-support,38,<=50K,188331,0,Female,Separated,Some-college,10,Private
White,31,0,Husband,United-States,Prof-specialty,25,>50K,209101,0,Male,Married-civ-spouse,Prof-school,15,Private
White,35,0,Not-in-family,United-States,Prof-specialty,40,<=50K,80771,0,Female,Never-married,Masters,14,State-gov
White,25,0,Not-in-family,United-States,Other-service,35,<=50K,358975,0,Female,Never-married,HS-grad,9,Private
White,38,0,Husband,United-States,Craft-repair,50,>50K,193026,0,Male,Married-civ-spouse,HS-grad,9,Local-gov
Amer-Indian-Eskimo,82,0,Not-in-family,United-States,?,3,<=50K,52921,0,Male,Widowed,Some-college,10,?
White,68,0,Husband,Italy,Prof-specialty,40,>50K,165017,0,Male,Married-civ-spouse,HS-grad,9,Private
White,55,0,Unmarried,?,Machine-op-inspct,40,<=50K,308118,0,Female,Widowed,Bachelors,13,Private
White,41,0,Husband,?,Tech-support,45,>50K,185145,0,Male,Married-civ-spouse,HS-grad,9,Private
White,44,0,Husband,United-States,Exec-managerial,50,>50K,230684,7688,Male,Married-civ-spouse,Bachelors,13,Private
White,37,0,Other-relative,Mexico,Farming-fishing,77,<=50K,405644,0,Male,Married-spouse-absent,1st-4th,2,Private
White,24,0,Not-in-family,United-States,Handlers-cleaners,40,<=50K,283896,0,Male,Never-married,HS-grad,9,Private
White,34,0,Not-in-family,United-States,Other-service,70,<=50K,295855,0,Female,Divorced,11th,7,Private
White,48,0,Unmarried,United-States,Adm-clerical,40,<=50K,50748,0,Female,Divorced,Bachelors,13,State-gov
White,31,0,Wife,United-States,Tech-support,40,>50K,350651,0,Female,Married-civ-spouse,12th,8,State-gov
Black,71,1816,Unmarried,United-States,Sales,2,<=50K,494223,0,Male,Separated,Some-college,10,Self-emp-not-inc
White,67,2392,Not-in-family,United-States,Exec-managerial,40,>50K,105252,0,Male,Widowed,Bachelors,13,Private
White,31,0,Husband,United-States,Exec-managerial,40,<=50K,174201,0,Male,Married-civ-spouse,Assoc-acdm,12,Private
White,28,0,Husband,United-States,Prof-specialty,7,<=50K,149324,0,Male,Married-civ-spouse,Some-college,10,Self-emp-not-inc
White,29,0,Own-child,United-States,Prof-specialty,40,<=50K,133937,0,Male,Never-married,Doctorate,16,Private
Black,58,0,Unmarried,United-States,Adm-clerical,40,<=50K,298643,0,Female,Divorced,HS-grad,9,Federal-gov
Amer-Indian-Eskimo,23,0,Own-child,United-States,?,40,<=50K,27415,0,Male,Never-married,11th,7,?
