@relation SomeContent

@attribute 19 numeric
@attribute Success {0,1}
@attribute 15 numeric
@attribute 9 numeric
@attribute 17 numeric
@attribute Run numeric
@attribute 14 numeric
@attribute 6 numeric
@attribute 12 numeric
@attribute 11 numeric
@attribute 20 numeric
@attribute 5 numeric
@attribute 3 numeric
@attribute 13 numeric
@attribute Study numeric
@attribute 18 numeric
@attribute 10 numeric
@attribute 7 numeric
@attribute 4 numeric
@attribute 16 numeric
@attribute 8 numeric

@data
0.096912,1,0.950826,0.375331,0.706323,147,0.878935,0.224991,0.0629,0.44977,0.324681,0.110604,0.035143,0.76946,1,0.928668,0.079091,0.373671,0.8766,0.046452,0.562109
0.358485,1,0.194387,0.362442,0.066554,96,0.293003,0.64359,0.261219,0.627092,0.203458,0.589327,0.842468,0.145991,1,0.387424,0.37502,0.711936,0.126199,0.95639,0.545565
0.401288,0,0.578395,0.334935,0.416923,40,0.21679,0.258335,0.130113,0.264651,0.039751,0.828465,0.908603,0.871151,2,0.254057,0.029205,0.629621,0.546623,0.271221,0.073599
0.951246,0,0.351378,0.254233,0.765091,4,0.038213,0.206964,0.088517,0.87137,0.977918,0.674137,0.904022,0.709924,2,0.264139,0.592758,0.470478,0.870845,0.253013,0.957069
0.214982,1,0.345367,0.293287,0.095692,104,0.735608,0.692255,0.171363,0.20938,0.528375,0.885362,0.397019,0.261769,2,0.065049,0.554447,0.382775,0.070974,0.161559,0.924835
0.977709,0,0.554544,0.760158,0.829222,85,0.703169,0.983514,0.755481,0.564339,0.504756,0.309078,0.977305,0.862397,1,0.054988,0.20495,0.2795,0.597218,0.327932,0.900335
0.735655,1,0.342299,0.842898,0.411407,76,0.849896,0.087542,0.392659,0.082887,0.948856,0.994755,0.707014,0.400843,3,0.219784,0.208323,0.054594,0.746659,0.984926,0.030033
0.131967,1,0.317414,0.716014,0.463199,145,0.356704,0.043974,0.35021,0.093658,0.390404,0.65525,0.841225,0.858138,2,0.080987,0.191166,0.062798,0.324934,0.618533,0.370235
0.630603,1,0.868268,0.689773,0.525977,21,0.730366,0.531266,0.098313,0.466419,0.740923,0.881825,0.795198,0.435143,1,0.785421,0.941651,0.546997,0.129787,0.85282,0.626596
0.747422,1,0.636011,0.524179,0.908467,63,0.349737,0.293224,0.758896,0.432591,0.137607,0.466027,0.331357,0.039995,3,0.360223,0.534284,0.755239,0.205538,0.524884,0.014083
0.788965,1,0.59066,0.243137,0.445075,149,0.89854,0.484971,0.175029,0.512003,0.820661,0.737138,0.719655,0.206472,1,0.903216,0.445122,0.25857,0.589681,0.788372,0.597187
0.415055,1,0.254944,0.380932,0.053684,9,0.391833,0.28707,0.236524,0.060165,0.487126,0.988121,0.166758,0.290484,1,0.862226,0.479191,0.563626,0.352972,0.4884,0.402708
0.861603,1,0.059424,0.997519,0.279116,163,0.084096,0.88258,0.694277,0.15184,0.123985,0.985231,0.269855,0.291536,3,0.153294,0.0929,0.049639,0.323268,0.775443,0.978335
0.007286,1,0.37427,0.546564,0.21329,10,0.666527,0.163486,0.94561,0.41708,0.420027,0.805288,0.655626,0.325388,1,0.22286,0.426141,0.861902,0.413931,0.100291,0.947595
0.314472,1,0.328366,0.020633,0.870771,62,0.192911,0.398858,0.491378,0.987329,0.085217,0.630996,0.691644,0.315062,3,0.675432,0.671835,0.821448,0.483073,0.926487,0.099103
0.054321,1,0.908138,0.732748,0.395413,12,0.203411,0.957593,0.130399,0.170463,0.638405,0.531887,0.154122,0.928343,3,0.969871,0.277801,0.68229,0.46617,0.2985,0.922561
0.169011,1,0.160813,0.432313,0.500106,82,0.952684,0.02059,0.455883,0.201617,0.358037,0.948604,0.515229,0.854776,3,0.785982,0.951774,0.383213,0.497103,0.362339,0.334449
0.141191,1,0.074464,0.21183,0.790059,164,0.627277,0.045373,0.039068,0.125985,0.907472,0.298101,0.768119,0.685455,2,0.108334,0.504324,0.959063,0.516743,0.196378,0.678892
0.322601,1,0.199537,0.169067,0.82604,20,0.635818,0.450289,0.11616,0.85073,0.845037,0.960615,0.04723,0.887463,2,0.748127,0.617892,0.18833,0.669931,0.679645,0.8394
0.685605,1,0.752362,0.540829,0.654078,64,0.74353,0.645791,0.570706,0.475586,0.759411,0.503872,0.029674,0.338053,2,0.060762,0.080023,0.047242,0.765069,0.10233,0.638945
0.342793,1,0.334516,0.853588,0.380875,81,0.814388,0.397574,0.869796,0.769069,0.709022,0.29181,0.244118,0.955375,1,0.700991,0.504978,0.493667,0.177209,0.505604,0.313844
0.144095,1,0.24232,0.358328,0.782511,143,0.605522,0.031708,0.938578,0.233656,0.013249,0.876063,0.751171,0.759927,1,0.778073,0.855212,0.953696,0.055183,0.495308,0.115376
0.008823,1,0.704445,0.276764,0.735423,35,0.387742,0.937726,0.767197,0.807055,0.687284,0.20689,0.558515,0.949863,2,0.753626,0.838234,0.172137,0.304298,0.899291,0.098599
0.254949,1,0.893424,0.415557,0.41211,20,0.116669,0.391342,0.457695,0.092243,0.146701,0.408204,0.358677,0.97105,1,0.06749,0.67797,0.660984,0.539764,0.89528,0.730277
0.175243,1,0.04393,0.234254,0.631047,29,0.849163,0.202821,0.260423,0.616809,0.186461,0.440571,0.940834,0.694949,2,0.37197,0.322156,0.998944,0.572661,0.784801,0.756146
0.17995,1,0.7675,0.439634,0.933209,33,0.401796,0.387352,0.952211,0.277457,0.47263,0.23149,0.470853,0.370288,2,0.321188,0.922298,0.581273,0.760938,0.866948,0.713967
0.744263,1,0.134245,0.059332,0.069393,152,0.322744,0.269699,0.717243,0.11986,0.441687,0.611721,0.067202,0.341004,3,0.316077,0.835951,0.741784,0.788568,0.722111,0.441698
0.786422,1,0.872487,0.116271,0.41138,101,0.475427,0.406668,0.960545,0.840549,0.195858,0.381372,0.728878,0.676739,2,0.740819,0.528449,0.593533,0.998372,0.507361,0.820767
0.994421,1,0.41878,0.028818,0.791357,151,0.325082,0.618705,0.239205,0.341918,0.424921,0.176281,0.212629,0.046431,1,0.419112,0.804748,0.094737,0.083611,0.52935,0.181755
0.808458,1,0.887283,0.822076,0.801109,104,0.001188,0.555102,0.97161,0.785431,0.500217,0.020914,0.065922,0.524643,3,0.829,0.430754,0.748378,0.309017,0.32049,0.629478
0.942886,1,0.208368,0.927327,0.951587,138,0.318824,0.198484,0.23491,0.584406,0.385212,0.86475,0.036301,0.812185,3,0.509948,0.796815,0.467957,0.815713,0.684942,0.373931
0.763559,1,0.080504,0.881765,0.176874,2,0.121657,0.273993,0.095488,0.450945,0.319652,0.027817,0.161031,0.267655,2,0.471762,0.21636,0.346503,0.314261,0.589393,0.004312
0.160936,1,0.133086,0.307317,0.523823,144,0.3611,0.304012,0.043415,0.302058,0.837637,0.9208,0.864878,0.071086,3,0.608569,0.019251,0.964132,0.710434,0.580487,0.698496
0.336716,1,0.221855,0.515302,0.217769,69,0.855554,0.699999,0.294501,0.086283,0.550297,0.330233,0.310352,0.981731,1,0.50241,0.247204,0.451201,0.551353,0.573423,0.001215
0.445872,0,0.269197,0.768513,0.365386,49,0.848723,0.054978,0.696245,0.940133,0.003184,0.959955,0.728289,0.014254,1,0.732467,0.898006,0.422302,0.783255,0.317335,0.189559
0.853762,1,0.54736,0.555407,0.436438,52,0.015665,0.011855,0.483847,0.875675,0.020764,0.89427,0.870579,0.207331,2,0.408788,0.411043,0.28264,0.454674,0.119795,0.943005
0.90561,1,0.066713,0.426066,0.692716,77,0.984103,0.803857,0.103695,0.797355,0.350074,0.797574,0.288345,0.853752,1,0.188351,0.563585,0.632701,0.943532,0.39641,0.220555
0.44609,1,0.599339,0.361519,0.579258,153,0.035348,0.068294,0.271033,0.737513,0.829,0.00474,0.356096,0.89492,3,0.091902,0.215576,0.260225,0.515989,0.902288,0.078115
0.616525,1,0.649623,0.27632,0.419501,113,0.250552,0.208471,0.025777,0.578153,0.830643,0.763058,0.430324,0.432228,1,0.241852,0.17314,0.959391,0.255601,0.805439,0.466139
0.516308,1,0.680707,0.444314,0.073067,72,0.59327,0.910652,0.572987,0.275855,0.660015,0.139125,0.837178,0.569574,1,0.120636,0.89227,0.723873,0.349209,0.520422,0.436198
0.444372,1,0.471721,0.890909,0.063851,150,0.439819,0.053232,0.54069,0.318194,0.999655,0.919248,0.547344,0.36039,2,0.325013,0.644627,0.972738,0.940617,0.710596,0.342876
0.769883,1,0.978484,0.532903,0.442606,30,0.889063,0.89297,0.898278,0.19563,0.435866,0.937693,0.250101,0.736031,1,0.452043,0.398452,0.235562,0.734772,0.828647,0.98242
0.398467,1,0.2589,0.97701,0.711733,172,0.742095,0.549444,0.386101,0.903176,0.606437,0.082391,0.438595,0.918722,1,0.368062,0.642468,0.247162,0.856036,0.037398,0.21486
0.774521,1,0.086172,0.258681,0.558785,110,0.695799,0.529495,0.945706,0.324501,0.858759,0.279006,0.169287,0.046434,3,0.94519,0.6937,0.231878,0.42832,0.93015,0.720897
0.855202,1,0.086849,0.977849,0.932232,59,0.201377,0.8819,0.712283,0.206219,0.071784,0.750674,0.440492,0.007772,1,0.725313,0.304483,0.92471,0.28669,0.489029,0.777145
0.417181,1,0.860663,0.560489,0.080168,49,0.977121,0.323715,0.654645,0.606976,0.685659,0.363318,0.421175,0.78137,3,0.847345,0.160076,0.601064,0.020188,0.508372,0.771488
0.804217,1,0.896432,0.828187,0.611854,147,0.352576,0.841538,0.292364,0.732975,0.0317,0.798929,0.993627,0.596795,2,0.392867,0.168733,0.745669,0.523005,0.96827,0.031099
0.569669,1,0.655043,0.319471,0.427585,93,0.487688,0.199147,0.144965,0.289406,0.903972,0.252927,0.61992,0.901474,2,0.58768,0.702123,0.941072,0.18585,0.144613,0.518783
0.289578,1,0.462162,0.323365,0.508404,107,0.534397,0.193287,0.700005,0.807584,0.664656,0.192879,0.069438,0.845874,1,0.624857,0.705869,0.12009,0.11742,0.629271,0.573027
0.765799,1,0.959894,0.80267,0.774733,14,0.528245,0.494362,0.975109,0.495648,0.018258,0.981363,0.449328,0.360292,3,0.685984,0.242502,0.40807,0.886196,0.907571,0.047486
0.168766,1,0.016973,0.739869,0.798177,87,0.6306,0.862055,0.249996,0.581128,0.774692,0.938071,0.117878,0.769351,2,0.541734,0.186136,0.534569,0.506362,0.811581,0.438419
0.953254,1,0.243212,0.546025,0.651337,43,0.447271,0.109313,0.004066,0.972584,0.619464,0.504304,0.350727,0.635061,3,0.772793,0.487096,0.422857,0.875398,0.619502,0.23044
0.534522,1,0.788371,0.874233,0.602019,27,0.633843,0.063045,0.353835,0.156296,0.987513,0.742212,0.420277,0.393121,1,0.168631,0.143819,0.18916,0.371872,0.856284,0.846139
0.318428,1,0.434486,0.122338,0.390292,121,0.960359,0.082354,0.310362,0.975787,0.142756,0.285545,0.183933,0.741989,2,0.729261,0.040724,0.552145,0.43734,0.094097,0.258568
0.744735,1,0.683611,0.708804,0.250015,55,0.237431,0.964369,0.225811,0.524285,0.763153,0.709534,0.684861,0.01687,1,0.046623,0.619074,0.673798,0.468096,0.315722,0.131002
0.223417,1,0.7816,0.973003,0.59763,36,0.137099,0.595912,0.336344,0.638399,0.300427,0.651587,0.799691,0.801507,3,0.700505,0.581156,0.056842,0.046555,0.736596,0.879596
0.956532,1,0.624825,0.639119,0.821535,18,0.811463,0.441623,0.051321,0.155998,0.887727,0.260317,0.984048,0.231822,2,0.777505,0.115726,0.194055,0.421475,0.881909,0.573111
0.957429,1,0.849745,0.553084,0.166347,84,0.172479,0.482187,0.201916,0.308971,0.275146,0.307989,0.543127,0.088626,3,0.79038,0.370233,0.427861,0.21503,0.918258,0.20716
0.83146,1,0.673339,0.570829,0.534734,73,0.189588,0.779837,0.151926,0.223129,0.898194,0.9928,0.271418,0.459889,1,0.710132,0.52345,0.462741,0.653109,0.109551,0.225662
0.324671,1,0.621261,0.888078,0.305931,157,0.645897,0.577491,0.442086,0.165536,0.265262,0.078132,0.550843,0.79626,3,0.417176,0.050672,0.074318,0.086129,0.111843,0.063833
0.827257,1,0.864089,0.617822,0.105434,45,0.275856,0.83761,0.545823,0.95679,0.398293,0.702605,0.590565,0.601299,2,0.425218,0.870372,0.028337,0.215672,0.006803,0.149589
0.166465,1,0.613065,0.466295,0.875652,46,0.709623,0.888008,0.475614,0.541212,0.537765,0.55923,0.366114,0.373546,1,0.549356,0.652753,0.334936,0.162145,0.88466,0.089916
0.500734,1,0.723742,0.916851,0.940283,42,0.72135,0.71987,0.952547,0.765017,0.917848,0.095015,0.103936,0.496672,3,0.172638,0.801225,0.419416,0.573524,0.643234,0.907753
0.306188,1,0.561674,0.766747,0.452882,129,0.331558,0.965567,0.377249,0.088903,0.152565,0.776124,0.275036,0.536599,3,0.986304,0.401093,0.611584,0.406523,0.087159,0.453596
0.588043,1,0.814073,0.563392,0.342823,180,0.712046,0.936009,0.073566,0.99519,0.653371,0.264193,0.119935,0.332543,1,0.037558,0.614566,0.511536,0.003105,0.557834,0.479419
0.199899,1,0.316365,0.850455,0.630289,102,0.246001,0.673914,0.563795,0.35818,0.487087,0.717646,0.617073,0.379963,3,0.977044,0.406606,0.6579,0.327837,0.433096,0.623441
0.094154,1,0.77526,0.61398,0.606249,2,0.737222,0.981563,0.283652,0.543237,0.666742,0.17043,0.369924,0.261827,3,0.750256,0.321236,0.068741,0.987699,0.196828,0.28062
0.886183,1,0.901758,0.339881,0.256838,64,0.350706,0.251939,0.539978,0.600453,0.943308,0.388095,0.108849,0.076222,1,0.430275,0.017619,0.392807,0.805422,0.135816,0.088559
0.889775,1,0.094332,0.894944,0.356113,52,0.366694,0.30406,0.776806,0.24959,0.180346,0.604524,0.466559,0.487479,1,0.694971,0.973058,0.585937,0.92563,0.441679,0.54166
0.874117,1,0.169564,0.581468,0.666109,165,0.95116,0.64276,0.586756,0.768979,0.949863,0.402653,0.587523,0.910153,2,0.153432,0.331185,0.138212,0.782256,0.29087,0.494595
0.352573,1,0.702106,0.593078,0.376942,35,0.90925,0.680601,0.756458,0.676484,0.328102,0.245755,0.014698,0.619869,1,0.477158,0.272489,0.967,0.944566,0.763603,0.449789
0.253713,0,0.001312,0.867055,0.409295,44,0.564324,0.446702,0.57156,0.420572,0.184222,0.834904,0.845014,0.95654,3,0.532912,0.109307,0.976638,0.610852,0.203449,0.283341
0.624297,1,0.108389,0.238748,0.166454,99,0.64999,0.62627,0.35953,0.005326,0.441298,0.278555,0.950046,0.273377,1,0.585272,0.847079,0.859663,0.269055,0.901332,0.712693
0.063975,0,0.940204,0.507288,0.993277,134,0.788916,0.896777,0.634427,0.671462,0.769265,0.13489,0.698562,0.305445,1,0.525232,0.775775,0.368485,0.749652,0.242678,0.603159
0.029853,1,0.298536,0.196107,0.944252,14,0.882607,0.782225,0.019087,0.268916,0.153159,0.873802,0.019185,0.435962,2,0.922732,0.844097,0.464866,0.860625,0.518207,0.910134
0.493811,0,0.827579,0.171461,0.97472,154,0.149423,0.171416,0.145229,0.819078,0.241878,0.511062,0.87432,0.023652,1,0.312953,0.387675,0.448644,0.959262,0.810977,0.470977
0.124715,1,0.918763,0.659351,0.296322,8,0.131261,0.997673,0.06609,0.829519,0.208381,0.711681,0.181923,0.62001,2,0.649885,0.542173,0.843794,0.494364,0.875926,0.408866
0.401534,1,0.354771,0.26772,0.463982,167,0.595914,0.439878,0.797685,0.637492,0.389078,0.827162,0.331921,0.873294,1,0.633387,0.959627,0.080341,0.185258,0.662433,0.986152
0.418955,1,0.799374,0.330921,0.957615,106,0.493353,0.450625,0.313369,0.824471,0.585293,0.214378,0.290591,0.902875,1,0.84444,0.861528,0.524372,0.466087,0.221227,0.396243
0.600354,1,0.3442,0.007667,0.13254,43,0.733015,0.430766,0.117651,0.901134,0.582209,0.419065,0.923358,0.297488,2,0.882522,0.303464,0.52825,0.025878,0.90617,0.263455
0.23901,0,0.789958,0.451783,0.333885,109,0.734215,0.760867,0.271075,0.621162,0.078374,0.809433,0.915003,0.761118,1,0.673367,0.287775,0.688014,0.889988,0.167696,0.26286
0.287183,0,0.946707,0.515263,0.362984,120,0.601523,0.04975,0.497678,0.571543,0.883087,0.961412,0.740677,0.770824,3,0.088217,0.122214,0.947234,0.621174,0.071095,0.95336
0.433082,1,0.511774,0.018213,0.870144,91,0.061516,0.686799,0.729117,0.367024,0.071215,0.752248,0.917928,0.100964,2,0.306656,0.814816,0.356055,0.269368,0.23831,0.010177
0.845735,1,0.608906,0.572385,0.858265,70,0.651613,0.7282,0.412294,0.103236,0.125829,0.383684,0.096364,0.472706,2,0.80629,0.014881,0.557473,0.405112,0.674814,0.226595
0.886811,1,0.647883,0.500969,0.051421,69,0.287724,0.814084,0.735603,0.847632,0.541569,0.287464,0.469471,0.199074,3,0.145779,0.736974,0.559011,0.255339,0.237037,0.757465
0.235194,1,0.181396,0.126268,0.155744,162,0.166726,0.135829,0.530885,0.47021,0.984103,0.224247,0.361611,0.490437,3,0.569146,0.29851,0.29989,0.918896,0.117257,0.094403
0.671101,1,0.763593,0.45734,0.000732,37,0.298011,0.5418,0.349006,0.382444,0.005699,0.636875,0.492837,0.333493,1,0.745185,0.059165,0.068864,0.236896,0.064541,0.860347
0.782902,1,0.006716,0.396637,0.00953,155,0.89189,0.028565,0.80928,0.835167,0.470492,0.204879,0.724717,0.274929,2,0.008029,0.831724,0.429453,0.162776,0.999689,0.549441
0.411851,1,0.482926,0.598251,0.560793,32,0.033144,0.960685,0.629363,0.532689,0.856649,0.291883,0.745755,0.088814,2,0.488743,0.256331,0.897129,0.809492,0.055109,0.051043
0.919558,1,0.305014,0.34948,0.79587,144,0.928896,0.489168,0.039552,0.140854,0.505578,0.849579,0.423552,0.808244,1,0.331507,0.795265,0.033935,0.408844,0.90972,0.240871
0.665758,1,0.170053,0.387347,0.230818,28,0.057961,0.870332,0.008442,0.135499,0.010227,0.755188,0.488738,0.019875,3,0.393448,0.904465,0.915586,0.926274,0.880713,0.475867
0.154862,1,0.029563,0.127477,0.968456,158,0.219332,0.244764,0.910558,0.243553,0.929336,0.97409,0.144532,0.910759,1,0.29421,0.016521,0.938732,0.620245,0.567295,0.06869
0.299336,1,0.052521,0.437888,0.67687,39,0.360006,0.691971,0.25685,0.574827,0.12172,0.352267,0.403573,0.545555,1,0.828809,0.220245,0.214774,0.624181,0.920706,0.814584
0.827804,1,0.176651,0.414964,0.59412,57,0.124303,0.765335,0.342376,0.796349,0.952923,0.039083,0.627525,0.576511,2,0.764634,0.342747,0.256015,0.253132,0.130492,0.945511
0.599584,1,0.597281,0.055696,0.40137,14,0.947347,0.519136,0.853784,0.371257,0.135681,0.623447,0.17253,0.34704,1,0.820446,0.518501,0.254456,0.013556,0.428806,0.366947
0.709044,1,0.724052,0.284524,0.042108,84,0.600533,0.593763,0.473331,0.145085,0.446555,0.592573,0.037892,0.52303,2,0.536824,0.723086,0.855545,0.990519,0.241928,0.329176
0.135379,1,0.017487,0.609778,0.329318,6,0.615868,0.813408,0.440943,0.737914,0.294805,0.30338,0.041379,0.035982,1,0.954123,0.647804,0.222817,0.629026,0.93232,0.971206
0.576479,1,0.305894,0.036278,0.030902,31,0.338002,0.359467,0.048151,0.137506,0.759567,0.02928,0.384082,0.662521,1,0.339045,0.590755,0.357382,0.883149,0.026762,0.526268
0.217803,1,0.587138,0.400992,0.780018,174,0.259964,0.106162,0.910066,0.151588,0.866516,0.932293,0.818728,0.972228,2,0.66637,0.195847,0.455306,0.804059,0.840564,0.846732
0.871482,0,0.985802,0.496173,0.806718,173,0.165891,0.367532,0.672541,0.242608,0.88656,0.619243,0.937126,0.631908,3,0.068122,0.753665,0.852842,0.673382,0.325517,0.008899
0.229001,1,0.446735,0.080786,0.320359,121,0.466365,0.277825,0.480347,0.387748,0.454268,0.839536,0.0983,0.895512,1,0.310681,0.585229,0.050644,0.914177,0.139888,0.122875
0.67649,1,0.878643,0.512185,0.235491,80,0.782615,0.945407,0.138637,0.506244,0.593071,0.174004,0.258795,0.805466,2,0.506836,0.5448,0.298733,0.951451,0.362988,0.937822
0.23765,1,0.240399,0.417705,0.444906,135,0.136856,0.706781,0.783751,0.686808,0.549607,0.00313,0.775801,0.519879,2,0.52128,0.893614,0.448408,0.688815,0.261542,0.695838
0.455547,0,0.992912,0.405233,0.385854,63,0.31937,0.03342,0.034082,0.063071,0.250476,0.781656,0.616469,0.633758,1,0.55443,0.937797,0.239747,0.741596,0.408746,0.149745
0.712096,1,0.254158,0.407866,0.011002,93,0.732388,0.280574,0.625201,0.56514,0.270385,0.736321,0.178252,0.679693,3,0.9229,0.62178,0.186312,0.192319,0.49474,0.140274
0.271984,1,0.279214,0.954429,0.089844,178,0.657818,0.783364,0.526621,0.747127,0.357052,0.239547,0.151311,0.108782,1,0.09372,0.316363,0.884157,0.704704,0.635621,0.099026
0.827098,1,0.782014,0.936407,0.450857,23,0.286228,0.113832,0.846494,0.728363,0.125961,0.02493,0.029454,0.419848,1,0.909224,0.577269,0.833686,0.675725,0.455999,0.268191
0.285636,1,0.718441,0.746225,0.315371,3,0.643995,0.504993,0.679355,0.815667,0.365858,0.517399,0.9976,0.803413,1,0.250642,0.195928,0.618903,0.373238,0.924775,0.605571
0.093833,1,0.335795,0.101964,0.24368,81,0.019831,0.303224,0.461148,0.805387,0.437397,0.498511,0.927927,0.640479,2,0.96769,0.910235,0.162428,0.621089,0.466479,0.432369
0.755097,1,0.582667,0.280823,0.208059,170,0.147869,0.627197,0.540724,0.50946,0.068373,0.230381,0.980465,0.921178,3,0.780206,0.831134,0.881181,0.447995,0.87083,0.941463
0.287461,1,0.284429,0.738239,0.325338,159,0.244647,0.168557,0.758518,0.278164,0.403344,0.147186,0.953892,0.487949,2,0.756716,0.440863,0.324569,0.319026,0.428026,0.558533
0.016632,1,0.761146,0.128332,0.686995,158,0.64045,0.287496,0.793841,0.665925,0.44389,0.19102,0.58038,0.022413,2,0.259523,0.142369,0.602565,0.535117,0.282374,0.325892
0.826376,1,0.11623,0.793737,0.492057,19,0.82475,0.50915,0.252618,0.027184,0.64726,0.779204,0.118541,0.96567,3,0.712172,0.62672,0.809031,0.257232,0.435727,0.734984
0.054471,1,0.157756,0.049088,0.951493,144,0.380477,0.008831,0.16067,0.217013,0.253743,0.027016,0.852623,0.419516,2,0.683517,0.068448,0.147069,0.601659,0.789584,0.962064
0.388587,1,0.962115,0.405899,0.363025,49,0.302742,0.181394,0.386945,0.490389,0.116597,0.571234,0.835612,0.702082,2,0.632696,0.97369,0.012043,0.500745,0.918081,0.383639
0.349021,1,0.967054,0.378551,0.181093,150,0.780588,0.617757,0.804032,0.742861,0.54814,0.592873,0.176704,0.016514,3,0.255584,0.922885,0.797762,0.120845,0.104963,0.471482
0.819686,1,0.984926,0.886331,0.354365,55,0.808807,0.668566,0.271263,0.636721,0.507921,0.465343,0.949529,0.197013,2,0.716597,0.468234,0.376352,0.530544,0.579505,0.354478
0.555532,1,0.393927,0.828598,0.068229,38,0.016791,0.833073,0.650206,0.392582,0.102812,0.475841,0.942361,0.81806,1,0.592253,0.215001,0.09325,0.758718,0.622843,0.161021
0.909135,1,0.83296,0.87758,0.886002,123,0.288497,0.313043,0.683212,0.253554,0.4133,0.247563,0.532635,0.203744,2,0.694696,0.136797,0.620363,0.822422,0.604863,0.216541
0.75784,1,0.563017,0.117315,0.037426,97,0.260018,0.924031,0.447458,0.632273,0.431846,0.092209,0.381992,0.753678,1,0.720133,0.875836,0.198791,0.951735,0.619829,0.641233
0.132832,1,0.687934,0.37015,0.187485,61,0.857692,0.858694,0.862552,0.645419,0.523391,0.402023,0.111665,0.975103,3,0.427479,0.697881,0.885349,0.692702,0.87261,0.553226
0.818446,1,0.558112,0.069008,0.976604,40,0.366244,0.744521,0.054263,0.701444,0.30805,0.879768,0.475593,0.170857,3,0.388042,0.650383,0.359934,0.967391,0.680774,0.510914
0.796847,1,0.465841,0.484264,0.644404,6,0.979602,0.12581,0.613847,0.087754,0.598043,0.135741,0.294478,0.731381,2,0.350041,0.875608,0.293424,0.591144,0.7357,0.191608
0.951901,1,0.828986,0.626688,0.498815,136,0.922435,0.592365,0.793911,0.680883,0.056121,0.712229,0.829985,0.199871,1,0.521776,0.752348,0.413584,0.178756,0.230377,0.762364
0.235532,1,0.503439,0.025166,0.585928,114,0.154254,0.046525,0.363729,0.805143,0.960102,0.43891,0.324662,0.794099,1,0.657926,0.787789,0.573556,0.808797,0.756179,0.275638
0.999306,1,0.247466,0.938889,0.229891,17,0.941653,0.975636,0.412524,0.752254,0.647063,0.702883,0.814356,0.586656,1,0.691478,0.744846,0.983485,0.696774,0.550211,0.031137
0.623925,1,0.923765,0.141611,0.268489,160,0.18331,0.181474,0.806604,0.992255,0.809602,0.957037,0.584214,0.871476,3,0.889619,0.46703,0.551417,0.225139,0.031737,0.753716
0.041973,0,0.71762,0.985693,0.360762,60,0.789564,0.226162,0.503158,0.226661,0.843921,0.035378,0.561778,0.565575,3,0.502212,0.613749,0.280774,0.959324,0.412961,0.580513
0.478123,1,0.134349,0.505927,0.158596,77,0.902926,0.552236,0.992842,0.028831,0.492084,0.819977,0.610272,0.512512,2,0.793951,0.334097,0.980207,0.20744,0.221084,0.690508
0.962735,1,0.027554,0.961204,0.785868,113,0.460535,0.478799,0.459438,0.011853,0.247464,0.944252,0.360608,0.378552,2,0.874546,0.917351,0.731911,0.557116,0.248324,0.513568
0.060245,1,0.419681,0.035891,0.561536,16,0.018333,0.986932,0.260316,0.485474,0.508035,0.014259,0.820365,0.641472,3,0.117172,0.918559,0.305033,0.477432,0.605907,0.481131
0.438771,1,0.387814,0.920852,0.548031,110,0.844116,0.071483,0.855193,0.653047,0.742075,0.058318,0.432107,0.638651,2,0.356124,0.511235,0.181131,0.379062,0.388239,0.869662
0.459818,1,0.105607,0.763115,0.949646,133,0.377258,0.599547,0.691356,0.46544,0.305932,0.012811,0.808675,0.066099,2,0.197627,0.606587,0.177581,0.357042,0.757512,0.126837
0.026431,1,0.886522,0.846257,0.481108,8,0.694774,0.916648,0.886768,0.397306,0.09274,0.931822,0.415299,0.522428,1,0.926546,0.683773,0.399106,0.898731,0.411673,0.009445
0.97844,1,0.616452,0.699953,0.542818,111,0.854714,0.671245,0.823624,0.502457,0.493382,0.15059,0.902179,0.559883,3,0.402036,0.992705,0.20174,0.242807,0.659111,0.494233
0.521234,1,0.916233,0.305731,0.189166,19,0.784688,0.237271,0.914452,0.214955,0.34557,0.239597,0.057538,0.773147,2,0.594975,0.678423,0.844611,0.371859,0.08073,0.771142
0.415337,1,0.472349,0.136692,0.755501,172,0.354751,0.804768,0.520451,0.853208,0.206784,0.83073,0.571211,0.596733,3,0.248116,0.498262,0.524933,0.711134,0.256889,0.437185
0.699415,1,0.357764,0.695877,0.97946,3,0.181234,0.887335,0.482086,0.352791,0.53788,0.375774,0.667951,0.631642,2,0.547773,0.267805,0.405682,0.960458,0.933785,0.1659
0.637655,1,0.503166,0.227136,0.844457,99,0.896464,0.398611,0.592842,0.78276,0.062904,0.72455,0.00187,0.150918,2,0.581349,0.077468,0.200438,0.108256,0.965037,0.134774
0.580693,1,0.92945,0.588254,0.595217,76,0.141577,0.001972,0.240955,0.205394,0.161066,0.473796,0.010828,0.316982,2,0.906911,0.29055,0.987713,0.232087,0.599414,0.664731
0.977265,1,0.940056,0.910089,0.016735,59,0.925076,0.061993,0.785909,0.369611,0.689035,0.606293,0.489384,0.222385,3,0.820925,0.860013,0.735519,0.806055,0.464118,0.275446
0.930297,1,0.392397,0.663832,0.508102,143,0.02338,0.402371,0.727156,0.255108,0.936068,0.166375,0.091349,0.298036,3,0.812871,0.82632,0.803851,0.130478,0.739087,0.837443
0.869015,1,0.041123,0.742137,0.459892,142,0.341652,0.408177,0.784111,0.551702,0.67366,0.129363,0.649366,0.78822,1,0.961959,0.406815,0.066166,0.167627,0.53372,0.659912
